,Palavras,Rotulo,Sentenca
158913,primeiros,O,11930
158914,sommeliers,O,11930
158915,especializado,O,11930
158916,em,O,11930
158917,cachaça,O,11930
158918,do,O,11930
158919,Brasil,B-NOME_LOCAL,11930
158921,Ele,O,11931
158922,começou,O,11931
158923,sua,O,11931
158924,trajetória,O,11931
158925,no,O,11931
158926,Restaurante,B-NOME_ORGANIZACAO,11931
158927,Mocotó,I-NOME_ORGANIZACAO,11931
158929,na,O,11931
158930,Vila,B-NOME_LOCAL,11931
158931,Medeiros,I-NOME_LOCAL,11931
158932,em,O,11931
158933,São,B-NOME_LOCAL,11931
158934,Paulo,I-NOME_LOCAL,11931
158936,Quem,O,11932
158937,é,O,11932
158938,Leandro,B-NOME_PESSOA,11932
158939,Batista,I-NOME_PESSOA,11932
158941,o,O,11932
158942,sommelier,O,11932
158943,de,O,11932
158944,cachaça,O,11932
158945,Leandro,B-NOME_PESSOA,11933
158946,Batista,I-NOME_PESSOA,11933
158947,é,O,11933
158948,um,O,11933
158949,dos,O,11933
158950,primeiros,O,11933
158951,sommeliers,O,11933
158952,especializado,O,11933
158953,em,O,11933
158954,cachaça,O,11933
158955,do,O,11933
158956,Brasil,B-NOME_LOCAL,11933
158958,Ele,O,11934
158959,começou,O,11934
158960,sua,O,11934
158961,trajetória,O,11934
158962,no,O,11934
158963,Restaurante,B-NOME_ORGANIZACAO,11934
158964,Mocotó,I-NOME_ORGANIZACAO,11934
158966,na,O,11934
158967,Vila,B-NOME_LOCAL,11934
158968,Medeiros,I-NOME_LOCAL,11934
158969,em,O,11934
158970,São,B-NOME_LOCAL,11934
158971,Paulo,I-NOME_LOCAL,11934
158973,Por,O,11935
158974,lá,O,11935
158976,fez,O,11935
158977,um,O,11935
158978,trabalho,O,11935
158979,inovador,O,11935
158980,criando,O,11935
158981,cartas,O,11935
158982,de,O,11935
158983,cachaças,O,11935
158984,e,O,11935
158985,instruindo,O,11935
158986,a,O,11935
158987,equipe,O,11935
158988,de,O,11935
158989,salão,O,11935
158990,a,O,11935
158991,promover,O,11935
158992,a,O,11935
158993,degustação,O,11935
158994,do,O,11935
158995,destilado,O,11935
158996,brasileiro,O,11935
158997,junto,O,11935
158998,aos,O,11935
158999,clientes,O,11935
159000,do,O,11935
159001,Mocotó,B-NOME_ORGANIZACAO,11935
159003,O,O,11936
159004,trabalho,O,11936
159005,de,O,11936
159006,Leandro,B-NOME_PESSOA,11936
159007,foi,O,11936
159008,reconhecido,O,11936
159009,em,O,11936
159010,revistas,O,11936
159012,entrevistas,O,11936
159013,para,O,11936
159014,rádios,O,11936
159016,palestras,O,11936
159018,aulas,O,11936
159019,e,O,11936
159020,muita,O,11936
159021,gente,O,11936
159022,provando,O,11936
159023,e,O,11936
159024,aprovando,O,11936
159025,a,O,11936
159026,bebida,O,11936
159027,brasileira,O,11936
159029,Graças,O,11937
159030,ao,O,11937
159031,seu,O,11937
159032,trabalho,O,11937
159034,o,O,11937
159035,destilado,O,11937
159036,brasileiro,O,11937
159037,vem,O,11937
159038,encontrando,O,11937
159039,novos,O,11937
159040,adeptos,O,11937
159041,e,O,11937
159042,amantes,O,11937
159044,Em,O,11938
159045,2017,B-TEMPO,11938
159047,em,O,11938
159048,parceria,O,11938
159049,com,O,11938
159050,a,O,11938
159051,destilaria,O,11938
159052,Weber,B-NOME_ORGANIZACAO,11938
159053,Haus,I-NOME_ORGANIZACAO,11938
159055,o,O,11938
159056,sommelier,O,11938
159057,lança,O,11938
159058,as,O,11938
159059,cachaças,O,11938
159060,Umas,O,11938
159061,e,O,11938
159062,Outras,O,11938
159063,e,O,11938
159064,seu,O,11938
159065,blend,B-CLASSIFICACAO_BEBIDA,11938
159066,exclusivo,O,11938
159068,a,O,11938
159069,cachaça,O,11938
159070,Leandro,B-NOME_PESSOA,11938
159071,Batista,I-NOME_PESSOA,11938
159073,Leandro,B-NOME_PESSOA,11939
159074,assina,O,11939
159075,a,O,11939
159076,cachaça,O,11939
159077,que,O,11939
159078,leva,O,11939
159079,seu,O,11939
159080,nome,O,11939
159082,O,O,11940
159083,blend,B-CLASSIFICACAO_BEBIDA,11940
159084,da,O,11940
159085,cachaça,O,11940
159086,A,O,11941
159087,cachaça,O,11941
159088,é,O,11941
159089,uma,O,11941
159090,mistura,O,11941
159091,de,O,11941
159092,três,O,11941
159093,madeiras,O,11941
159094,brasileiras,O,11941
159096,O,O,11942
159097,blend,B-CLASSIFICACAO_BEBIDA,11942
159098,é,O,11942
159099,composto,O,11942
159100,de,O,11942
159101,cachaças,O,11942
159102,envelhecidas,O,11942
159103,por,O,11942
159104,1,B-TEMPO_ARMAZENAMENTO,11942
159105,ano,I-TEMPO_ARMAZENAMENTO,11942
159106,em,O,11942
159107,dornas,B-RECIPIENTE_ARMAZENAMENTO,11942
159108,de,O,11942
159109,700,B-VOLUME,11942
159110,litros,I-VOLUME,11942
159111,de,O,11942
159112,amburana,B-TIPO_MADEIRA,11942
159114,60%,O,11942
159117,bálsamo,B-TIPO_MADEIRA,11942
159119,35%,O,11942
159121,e,O,11942
159122,canela,B-TIPO_MADEIRA,11942
159123,-,I-TIPO_MADEIRA,11942
159124,sassafrás,I-TIPO_MADEIRA,11942
159126,5%,O,11942
159128,Características,O,11943
159129,sensoriais,O,11943
159130,lágrimas,O,11944
159131,de,O,11944
159132,rápido,O,11944
159133,para,O,11944
159134,moderado,O,11944
159136,cor,O,11944
159137,dourado,B-CARACTERISTICA_SENSORIAL_COR,11944
159138,com,O,11944
159139,toques,B-CARACTERISTICA_SENSORIAL_COR,11944
159140,esverdeado,I-CARACTERISTICA_SENSORIAL_COR,11944
159141,e,O,11944
159142,avermelhado,B-CARACTERISTICA_SENSORIAL_COR,11944
159144,percepção,O,11944
159145,alcoólica,O,11944
159146,baixa,O,11944
159147,no,O,11944
159148,nariz,O,11944
159149,e,O,11944
159150,na,O,11944
159151,boca,O,11944
159153,no,O,11944
159154,nariz,O,11944
159156,baunilha,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159158,canela,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159160,cardamomo,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159161,e,O,11944
159162,pão,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159163,de,I-CARACTERISTICA_SENSORIAL_AROMA,11944
159164,mel,I-CARACTERISTICA_SENSORIAL_AROMA,11944
159166,com,O,11944
159167,repouso,O,11944
159168,na,O,11944
159169,taça,O,11944
159170,evolui,O,11944
159171,para,O,11944
159172,floral,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159174,jasmim,B-CARACTERISTICA_SENSORIAL_AROMA,11944
159177,na,O,11944
159178,boca,O,11944
159179,começa,O,11944
159180,doce,B-CARACTERISTICA_SENSORIAL_SABOR,11944
159181,e,O,11944
159182,termina,O,11944
159183,como,O,11944
159184,leve,B-CARACTERISTICA_SENSORIAL_SABOR,11944
159185,amargor,I-CARACTERISTICA_SENSORIAL_SABOR,11944
159187,leve,B-CARACTERISTICA_SENSORIAL_SABOR,11944
159188,medicinal,I-CARACTERISTICA_SENSORIAL_SABOR,11944
159190,retrogosto,O,11944
159191,de,O,11944
159192,rápido,O,11944
159193,para,O,11944
159194,moderado,O,11944
159196,Ideal,O,11944
159197,para,O,11944
159199,colocar,O,11944
159200,no,O,11944
159201,congelador,O,11944
159202,e,O,11944
159203,beber,O,11944
159204,gelada,O,11944
159206,Volume,O,11945
159208,750,B-VOLUME,11945
159209,ml,I-VOLUME,11945
159210,LOCAL,O,11946
159211,DE,O,11946
159212,PRODUÇÃO,O,11946
159214,Rio,B-NOME_LOCAL,11946
159215,Grande,I-NOME_LOCAL,11946
159216,do,I-NOME_LOCAL,11946
159217,Sul,I-NOME_LOCAL,11946
159219,Brasil,B-NOME_LOCAL,11946
159220,Produtor,O,11947
159222,Weber,B-NOME_ORGANIZACAO,11947
159223,Haus,I-NOME_ORGANIZACAO,11947
159224,GRADUAÇÃO,O,11948
159225,ALCOÓLICA,O,11948
159227,38%,B-GRADUACAO_ALCOOLICA,11948
159228,Madeira,O,11949
159230,Amburana,B-TIPO_MADEIRA,11949
159231,VISÃO,O,11950
159233,dourada,B-CARACTERISTICA_SENSORIAL_COR,11950
159234,OLFATO,O,11951
159236,adocicados,B-CARACTERISTICA_SENSORIAL_AROMA,11951
159238,madeira,B-CARACTERISTICA_SENSORIAL_AROMA,11951
159239,PALADAR,O,11952
159241,adocicado,B-CARACTERISTICA_SENSORIAL_SABOR,11952
159243,aromatico,B-CARACTERISTICA_SENSORIAL_SABOR,11952
159247,NOME,O,11954
159248,DA,O,11954
159249,CACHAÇA,O,11954
159251,Cachaça,O,11954
159252,Weber,B-NOME_BEBIDA,11954
159253,Haus,I-NOME_BEBIDA,11954
159254,Santa,I-NOME_BEBIDA,11954
159255,Martha,I-NOME_BEBIDA,11954
159256,Grapia,B-TIPO_MADEIRA,11954
159257,670ml,B-VOLUME,11954
159258,PREÇO,O,11955
159260,R$,B-PRECO,11955
159261,49,I-PRECO,11955
159262,",",I-PRECO,11955
159263,0,I-PRECO,11955
159264,DESCRIÇÃO,O,11956
159265,DA,O,11956
159266,CACHAÇA,O,11956
159268,Cachaça,O,11956
159269,Weber,B-NOME_BEBIDA,11956
159270,Haus,I-NOME_BEBIDA,11956
159271,Santa,I-NOME_BEBIDA,11956
159272,Martha,I-NOME_BEBIDA,11956
159273,Grapia,B-TIPO_MADEIRA,11956
159274,670ml,B-VOLUME,11956
159275,A,O,11957
159276,Cachaça,O,11957
159277,Santa,B-NOME_BEBIDA,11957
159278,Martha,I-NOME_BEBIDA,11957
159279,Grapia,B-TIPO_MADEIRA,11957
159280,é,O,11957
159281,envelhecida,O,11957
159282,por,O,11957
159283,1,B-TEMPO_ARMAZENAMENTO,11957
159284,ano,I-TEMPO_ARMAZENAMENTO,11957
159285,em,O,11957
159286,barris,B-RECIPIENTE_ARMAZENAMENTO,11957
159287,de,O,11957
159288,Grápia,B-TIPO_MADEIRA,11957
159290,Rio,B-NOME_LOCAL,11958
159291,Grande,I-NOME_LOCAL,11958
159292,do,I-NOME_LOCAL,11958
159293,Sul,I-NOME_LOCAL,11958
159295,Brasil,B-NOME_LOCAL,11958
159296,O,O,11959
159297,“Armazém,O,11959
159298,da,O,11959
159299,Fazenda,B-NOME_ORGANIZACAO,11959
159300,Maribo”,O,11959
159301,fez,O,11959
159302,a,O,11959
159303,fama,O,11959
159304,das,O,11959
159305,cachaças,O,11959
159306,Velho,B-NOME_BEBIDA,11959
159307,Pescador,I-NOME_BEBIDA,11959
159308,e,O,11959
159309,Santa,B-NOME_BEBIDA,11959
159310,Martha,I-NOME_BEBIDA,11959
159312,pois,O,11959
159313,recebia,O,11959
159314,muitos,O,11959
159315,turistas,O,11959
159316,e,O,11959
159317,clientes,O,11959
159318,a,O,11959
159319,procura,O,11959
159320,de,O,11959
159321,produtos,O,11959
159322,artesanais,O,11959
159323,elaborados,O,11959
159324,na,O,11959
159325,própria,O,11959
159326,fazenda,O,11959
159327,A,O,11960
159328,história,O,11960
159329,da,O,11960
159330,Cachaça,O,11960
159331,Santa,B-NOME_BEBIDA,11960
159332,Martha,I-NOME_BEBIDA,11960
159333,Grapia,B-TIPO_MADEIRA,11960
159334,Cachaça,O,11961
159335,Santa,B-NOME_BEBIDA,11961
159336,Martha,I-NOME_BEBIDA,11961
159337,Grapia,B-TIPO_MADEIRA,11961
159338,é,O,11961
159339,envelhecida,O,11961
159340,por,O,11961
159341,1,B-TEMPO_ARMAZENAMENTO,11961
159342,ano,I-TEMPO_ARMAZENAMENTO,11961
159343,em,O,11961
159344,barris,B-RECIPIENTE_ARMAZENAMENTO,11961
159345,de,O,11961
159346,Grápia,B-TIPO_MADEIRA,11961
159348,Marcelo,B-NOME_PESSOA,11962
159349,Borsato,I-NOME_PESSOA,11962
159351,construiu,O,11962
159352,a,O,11962
159353,Fazenda,B-NOME_ORGANIZACAO,11962
159354,Maribo,I-NOME_ORGANIZACAO,11962
159356,em,O,11962
159357,1985,B-TEMPO,11962
159359,em,O,11962
159360,Osório,B-NOME_LOCAL,11962
159362,no,O,11962
159363,litoral,O,11962
159364,norte,O,11962
159365,do,O,11962
159366,Rio,B-NOME_LOCAL,11962
159367,Grande,I-NOME_LOCAL,11962
159368,do,I-NOME_LOCAL,11962
159369,Sul,I-NOME_LOCAL,11962
159371,em,O,11962
159372,homenagem,O,11962
159373,a,O,11962
159374,sua,O,11962
159375,esposa,O,11962
159377,Mari,B-NOME_PESSOA,11962
159378,Milani,I-NOME_PESSOA,11962
159380,O,O,11963
159381,“Armazém,O,11963
159382,da,O,11963
159383,Fazenda,B-NOME_ORGANIZACAO,11963
159384,Maribo”,O,11963
159385,fez,O,11963
159386,a,O,11963
159387,fama,O,11963
159388,das,O,11963
159389,cachaças,O,11963
159390,Velho,B-NOME_BEBIDA,11963
159391,Pescador,I-NOME_BEBIDA,11963
159392,e,O,11963
159393,Santa,B-NOME_BEBIDA,11963
159394,Martha,I-NOME_BEBIDA,11963
159396,pois,O,11963
159397,recebia,O,11963
159398,muitos,O,11963
159399,turistas,O,11963
159400,e,O,11963
159401,clientes,O,11963
159402,a,O,11963
159403,procura,O,11963
159404,de,O,11963
159405,produtos,O,11963
159406,artesanais,O,11963
159407,elaborados,O,11963
159408,na,O,11963
159409,própria,O,11963
159410,fazenda,O,11963
159412,como,O,11963
159413,cachaça,O,11963
159415,pães,O,11963
159417,cucas,O,11963
159419,massas,O,11963
159421,geleias,O,11963
159422,finas,O,11963
159424,salame,O,11963
159426,queijos,O,11963
159427,e,O,11963
159428,licores,O,11963
159430,entre,O,11963
159431,outros,O,11963
159433,Dessa,O,11964
159434,forma,O,11964
159436,a,O,11964
159437,qualidade,O,11964
159438,dos,O,11964
159439,produtores,O,11964
159440,e,O,11964
159441,da,O,11964
159442,cachaça,O,11964
159443,fez,O,11964
159444,a,O,11964
159445,fama,O,11964
159446,da,O,11964
159447,marca,O,11964
159448,Velho,B-NOME_BEBIDA,11964
159449,Pescador,I-NOME_BEBIDA,11964
159450,por,O,11964
159451,todo,O,11964
159452,Brasil,B-NOME_LOCAL,11964
159454,As,O,11965
159455,cachaças,O,11965
159456,da,O,11965
159457,Fazenda,B-NOME_ORGANIZACAO,11965
159458,Maribo,I-NOME_ORGANIZACAO,11965
159459,são,O,11965
159460,adquiridas,O,11965
159461,pela,O,11965
159462,destilaria,O,11965
159463,Weber,B-NOME_ORGANIZACAO,11965
159464,Haus,I-NOME_ORGANIZACAO,11965
159465,Uma,O,11966
159466,das,O,11966
159467,mais,O,11966
159468,tradicionais,O,11966
159469,cachaças,O,11966
159470,de,O,11966
159471,alambique,B-EQUIPAMENTO_DESTILACAO,11966
159472,do,O,11966
159473,Rio,B-NOME_LOCAL,11966
159474,Grande,I-NOME_LOCAL,11966
159475,do,I-NOME_LOCAL,11966
159476,Sul,I-NOME_LOCAL,11966
159478,a,O,11966
159479,Velho,B-NOME_BEBIDA,11966
159480,Pescador,I-NOME_BEBIDA,11966
159482,é,O,11966
159483,agora,O,11966
159484,da,O,11966
159485,Weber,B-NOME_ORGANIZACAO,11966
159486,Haus,I-NOME_ORGANIZACAO,11966
159488,A,O,11967
159489,marca,O,11967
159490,foi,O,11967
159491,adquirida,O,11967
159492,pela,O,11967
159493,cachaçaria,O,11967
159494,gaúcha,O,11967
159496,de,O,11967
159497,Ivoti,B-NOME_LOCAL,11967
159499,RS,B-NOME_LOCAL,11967
159502,junto,O,11967
159503,com,O,11967
159504,os,O,11967
159505,demais,O,11967
159506,rótulos,O,11967
159507,da,O,11967
159508,legendária,O,11967
159509,Fazenda,B-NOME_ORGANIZACAO,11967
159510,Maribo,I-NOME_ORGANIZACAO,11967
159512,de,O,11967
159513,Osório,B-NOME_LOCAL,11967
159515,RS,B-NOME_LOCAL,11967
159518,Entre,O,11968
159519,elas,O,11968
159521,destacam,O,11968
159523,se,O,11968
159524,as,O,11968
159525,cachaças,O,11968
159526,30,B-NOME_BEBIDA,11968
159527,Luas,I-NOME_BEBIDA,11968
159528,e,O,11968
159529,a,O,11968
159530,Santa,B-NOME_BEBIDA,11968
159531,Martha,I-NOME_BEBIDA,11968
159533,Prata,B-CLASSIFICACAO_BEBIDA,11968
159534,e,O,11968
159535,Envelhecida,O,11968
159536,em,O,11968
159537,Grapia,B-TIPO_MADEIRA,11968
159540,esta,O,11968
159541,última,O,11968
159542,produzida,O,11968
159543,pela,O,11968
159544,primeira,O,11968
159545,destilaria,O,11968
159546,e,O,11968
159547,cachaçaria,O,11968
159548,do,O,11968
159549,Sul,O,11968
159550,do,O,11968
159551,País,O,11968
159553,de,O,11968
159554,1928,B-TEMPO,11968
159556,com,O,11968
159557,o,O,11968
159558,mesmo,O,11968
159559,nome,O,11968
159561,O,O,11969
159562,valor,O,11969
159563,da,O,11969
159564,transação,O,11969
159565,não,O,11969
159566,foi,O,11969
159567,revelado,O,11969
159568,devido,O,11969
159569,a,O,11969
159570,uma,O,11969
159571,cláusula,O,11969
159572,contratual,O,11969
159574,Esta,O,11970
159575,é,O,11970
159576,a,O,11970
159577,primeira,O,11970
159578,vez,O,11970
159579,que,O,11970
159580,uma,O,11970
159581,cachaçaria,O,11970
159582,artesanal,O,11970
159583,compra,O,11970
159584,as,O,11970
159585,marcas,O,11970
159586,de,O,11970
159587,outra,O,11970
159589,O,O,11971
159590,normal,O,11971
159591,são,O,11971
159592,grandes,O,11971
159593,empresas,O,11971
159594,adquirirem,O,11971
159595,alambiques,O,11971
159596,familiares,O,11971
159598,Segundo,O,11972
159599,o,O,11972
159600,diretor,O,11972
159601,Evandro,B-NOME_PESSOA,11972
159602,Weber,I-NOME_PESSOA,11972
159604,a,O,11972
159605,compra,O,11972
159606,foi,O,11972
159607,feita,O,11972
159608,para,O,11972
159609,preservar,O,11972
159610,a,O,11972
159611,história,O,11972
159612,da,O,11972
159613,cachaça,O,11972
159614,gaúcha,O,11972
159616,Ele,O,11973
159617,revela,O,11973
159618,que,O,11973
159619,um,O,11973
159620,grupo,O,11973
159621,mineiro,O,11973
159622,estava,O,11973
159623,em,O,11973
159624,negociação,O,11973
159625,com,O,11973
159626,os,O,11973
159627,proprietários,O,11973
159628,da,O,11973
159629,Fazenda,B-NOME_ORGANIZACAO,11973
159630,Maribo,I-NOME_ORGANIZACAO,11973
159632,“Além,O,11974
159633,de,O,11974
159634,manter,O,11974
159635,a,O,11974
159636,memória,O,11974
159637,da,O,11974
159638,cachaça,O,11974
159639,gaúcha,O,11974
159641,temos,O,11974
159642,um,O,11974
159643,grande,O,11974
159644,interesse,O,11974
159645,comercial,O,11974
159646,nessas,O,11974
159647,marcas,O,11974
159648,consagradas,O,11974
159649,e,O,11974
159650,conhecidas,O,11974
159651,em,O,11974
159652,todo,O,11974
159653,o,O,11974
159654,país”,O,11974
159656,afirma,O,11974
159658,Evandro,B-NOME_PESSOA,11975
159659,Weber,I-NOME_PESSOA,11975
159660,estima,O,11975
159661,um,O,11975
159662,faturamento,O,11975
159663,10%,O,11975
159664,superior,O,11975
159665,em,O,11975
159666,2015,B-TEMPO,11975
159667,com,O,11975
159668,a,O,11975
159669,comercialização,O,11975
159670,dos,O,11975
159671,rótulos,O,11975
159672,da,O,11975
159673,Fazenda,B-NOME_ORGANIZACAO,11975
159674,Maribo,I-NOME_ORGANIZACAO,11975
159676,“Só,O,11976
159677,este,O,11976
159678,ano,O,11976
159679,devemos,O,11976
159680,ter,O,11976
159681,um,O,11976
159682,incremento,O,11976
159683,de,O,11976
159684,5%,O,11976
159685,com,O,11976
159686,a,O,11976
159687,inclusão,O,11976
159688,destas,O,11976
159689,marcas,O,11976
159690,no,O,11976
159691,nosso,O,11976
159692,portfólio”,O,11976
159694,informa,O,11976
159696,A,O,11977
159697,Velho,B-NOME_BEBIDA,11977
159698,Pescador,I-NOME_BEBIDA,11977
159699,foi,O,11977
159700,pioneira,O,11977
159701,no,O,11977
159702,RS,B-NOME_LOCAL,11977
159703,e,O,11977
159704,no,O,11977
159705,Brasil,B-NOME_LOCAL,11977
159706,a,O,11977
159707,usar,O,11977
159708,embalagens,O,11977
159709,diferenciadas,O,11977
159710,e,O,11977
159711,no,O,11977
159712,esmero,O,11977
159713,com,O,11977
159714,a,O,11977
159715,qualidade,O,11977
159716,das,O,11977
159717,cachaças,O,11977
159718,elaboradas,O,11977
159720,“O,O,11978
159721,trabalho,O,11978
159722,que,O,11978
159723,realizamos,O,11978
159724,na,O,11978
159725,Weber,B-NOME_ORGANIZACAO,11978
159726,Haus,I-NOME_ORGANIZACAO,11978
159728,de,O,11978
159729,escolher,O,11978
159730,garrafas,O,11978
159731,de,O,11978
159732,cachaça,O,11978
159733,com,O,11978
159734,design,O,11978
159736,foi,O,11978
159737,inspirado,O,11978
159738,na,O,11978
159739,Fazenda,B-NOME_ORGANIZACAO,11978
159740,Maribo”,O,11978
159742,conta,O,11978
159743,Evandro,B-NOME_PESSOA,11978
159745,“Sempre,O,11979
159746,acompanhei,O,11979
159747,e,O,11979
159748,fui,O,11979
159749,um,O,11979
159750,admirador,O,11979
159751,do,O,11979
159752,trabalho,O,11979
159753,desenvolvido,O,11979
159754,por,O,11979
159755,eles,O,11979
159757,tanto,O,11979
159758,que,O,11979
159759,a,O,11979
159760,nossa,O,11979
159761,filosofia,O,11979
159762,sempre,O,11979
159763,foi,O,11979
159764,semelhante”,O,11979
159766,acrescenta,O,11979
159768,A,O,11980
159769,estratégia,O,11980
159770,é,O,11980
159771,unir,O,11980
159772,a,O,11980
159773,Velho,B-NOME_BEBIDA,11980
159774,Pescador,I-NOME_BEBIDA,11980
159775,e,O,11980
159776,a,O,11980
159777,Santa,B-NOME_BEBIDA,11980
159778,Martha,I-NOME_BEBIDA,11980
159779,às,O,11980
159780,marcas,O,11980
159781,da,O,11980
159782,Weber,B-NOME_ORGANIZACAO,11980
159783,Haus,I-NOME_ORGANIZACAO,11980
159785,Elas,O,11981
159786,ficarão,O,11981
159787,numa,O,11981
159788,posição,O,11981
159789,intermediária,O,11981
159791,entre,O,11981
159792,a,O,11981
159793,linha,O,11981
159794,Weber,B-NOME_BEBIDA,11981
159795,Haus,I-NOME_BEBIDA,11981
159796,e,O,11981
159797,a,O,11981
159798,Lundu,B-NOME_BEBIDA,11981
159800,As,O,11982
159801,novidades,O,11982
159802,serão,O,11982
159803,o,O,11982
159804,relançamento,O,11982
159805,no,O,11982
159806,mercado,O,11982
159807,das,O,11982
159808,marcas,O,11982
159809,Antiqua,B-NOME_BEBIDA,11982
159810,e,O,11982
159811,30,B-NOME_BEBIDA,11982
159812,Luas,I-NOME_BEBIDA,11982
159814,A,O,11983
159815,origem,O,11983
159816,do,O,11983
159817,nome,O,11983
159818,A,O,11984
159819,Fazenda,B-NOME_ORGANIZACAO,11984
159820,Maribo,I-NOME_ORGANIZACAO,11984
159821,está,O,11984
159822,localizada,O,11984
159823,às,O,11984
159824,margens,O,11984
159825,da,O,11984
159826,Lagoa,O,11984
159827,Pinguela,O,11984
159829,local,O,11984
159830,onde,O,11984
159831,muitos,O,11984
159832,pescadores,O,11984
159833,retiram,O,11984
159834,seu,O,11984
159835,sustento,O,11984
159837,A,O,11985
159838,cachaça,O,11985
159839,Velho,B-NOME_BEBIDA,11985
159840,Pescador,I-NOME_BEBIDA,11985
159841,ganhou,O,11985
159842,esse,O,11985
159843,nome,O,11985
159844,para,O,11985
159845,homenagear,O,11985
159846,aqueles,O,11985
159847,que,O,11985
159848,vivem,O,11985
159849,da,O,11985
159850,pesca,O,11985
159851,nas,O,11985
159852,proximidades,O,11985
159853,do,O,11985
159854,alambique,O,11985
159856,Volume,O,11986
159858,670,B-VOLUME,11986
159859,ml,I-VOLUME,11986
159860,LOCAL,O,11987
159861,DE,O,11987
159862,PRODUÇÃO,O,11987
159864,Rio,B-NOME_LOCAL,11987
159865,Grande,I-NOME_LOCAL,11987
159866,do,I-NOME_LOCAL,11987
159867,Sul,I-NOME_LOCAL,11987
159869,Brasil,B-NOME_LOCAL,11987
159870,Produtor,O,11988
159872,Weber,B-NOME_ORGANIZACAO,11988
159873,Haus,I-NOME_ORGANIZACAO,11988
159874,GRADUAÇÃO,O,11989
159875,ALCOÓLICA,O,11989
159877,38%,B-GRADUACAO_ALCOOLICA,11989
159878,Madeira,O,11990
159880,Garapeira,B-TIPO_MADEIRA,11990
159881,VISÃO,O,11991
159883,dourada,B-CARACTERISTICA_SENSORIAL_COR,11991
159887,NOME,O,11993
159888,DA,O,11993
159889,CACHAÇA,O,11993
159891,Cachaça,O,11993
159892,Weber,B-NOME_BEBIDA,11993
159893,Haus,I-NOME_BEBIDA,11993
159894,Velho,I-NOME_BEBIDA,11993
159895,Pescador,I-NOME_BEBIDA,11993
159896,Ouro,B-CLASSIFICACAO_BEBIDA,11993
159897,750ml,B-VOLUME,11993
159898,PREÇO,O,11994
159900,R$,B-PRECO,11994
159901,97,I-PRECO,11994
159902,",",I-PRECO,11994
159903,0,I-PRECO,11994
159904,DESCRIÇÃO,O,11995
159905,DA,O,11995
159906,CACHAÇA,O,11995
159908,Cachaça,O,11995
159909,Weber,B-NOME_BEBIDA,11995
159910,Haus,I-NOME_BEBIDA,11995
159911,Velho,I-NOME_BEBIDA,11995
159912,Pescador,I-NOME_BEBIDA,11995
159913,Ouro,B-CLASSIFICACAO_BEBIDA,11995
159914,750ml,B-VOLUME,11995
159915,A,O,11996
159916,Cachaça,O,11996
159917,Velho,B-NOME_BEBIDA,11996
159918,Pescador,I-NOME_BEBIDA,11996
159919,Ouro,B-CLASSIFICACAO_BEBIDA,11996
159920,é,O,11996
159921,o,O,11996
159922,carro,O,11996
159923,chefe,O,11996
159924,da,O,11996
159925,produção,O,11996
159926,da,O,11996
159927,fazenda,O,11996
159929,A,O,11997
159930,qualidade,O,11997
159931,da,O,11997
159932,cachaça,O,11997
159933,é,O,11997
159934,fruto,O,11997
159935,do,O,11997
159936,aprimoramento,O,11997
159937,de,O,11997
159938,todo,O,11997
159939,o,O,11997
159940,processo,O,11997
159941,artesanal,O,11997
159942,desenvolvido,O,11997
159943,por,O,11997
159944,anos,O,11997
159945,Rio,B-NOME_LOCAL,11998
159946,Grande,I-NOME_LOCAL,11998
159947,do,I-NOME_LOCAL,11998
159948,Sul,I-NOME_LOCAL,11998
159950,Brasil,B-NOME_LOCAL,11998
159951,Evandro,B-NOME_PESSOA,11999
159952,Weber,I-NOME_PESSOA,11999
159953,é,O,11999
159954,o,O,11999
159955,responsável,O,11999
159956,por,O,11999
159957,manter,O,11999
159958,a,O,11999
159959,tradição,O,11999
159960,de,O,11999
159961,produzir,O,11999
159962,aguardente,O,11999
159963,de,O,11999
159964,cana,O,11999
159965,em,O,11999
159966,Ivoti,B-NOME_LOCAL,11999
159968,Conheça,O,12000
159969,mais,O,12000
159970,a,O,12000
159971,Cachaça,O,12000
159972,Velho,B-NOME_BEBIDA,12000
159973,Pescador,I-NOME_BEBIDA,12000
159974,Ouro,B-CLASSIFICACAO_BEBIDA,12000
159975,A,O,12001
159976,cachaça,O,12001
159977,Velho,B-NOME_BEBIDA,12001
159978,Pescador,I-NOME_BEBIDA,12001
159979,Ouro,B-CLASSIFICACAO_BEBIDA,12001
159980,é,O,12001
159981,o,O,12001
159982,carro,O,12001
159983,chefe,O,12001
159984,da,O,12001
159985,produção,O,12001
159986,da,O,12001
159987,fazenda,O,12001
159989,A,O,12002
159990,qualidade,O,12002
159991,da,O,12002
159992,cachaça,O,12002
159993,é,O,12002
159994,fruto,O,12002
159995,do,O,12002
159996,aprimoramento,O,12002
159997,de,O,12002
159998,todo,O,12002
159999,o,O,12002
160000,processo,O,12002
160001,artesanal,O,12002
160002,desenvolvido,O,12002
160003,por,O,12002
160004,anos,O,12002
160005,a,O,12002
